Anio,Mes,CodigoPais,PaisDestino,CodigoDepto,DepartamentoOrigen,Partida,CantidadUnidades,ValorMilesFOBDol,ValorMilesPesos
2013,Marzo,573,Países Bajos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",196999,86.5,156577.33
2013,Marzo,607,Portugal,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",21196,9.79,17703.94
2013,Marzo,628,Reino Unido,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",5292568,2634.57,4765611.8
2013,Marzo,149,Canadá,11,Bogotá,0803902000 - Los demás bananos secos,9.1,0.11,197.68
2013,Marzo,573,Países Bajos,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,390,0.87,1589.24
2013,Marzo,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,68000,65.6,118847.19
2013,Febrero,23,Alemania,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2403,5.04,9000.61
2013,Febrero,23,Alemania,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,6,0,0.46
2013,Febrero,149,Canadá,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,3,0.01,14.71
2013,Febrero,149,Canadá,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,4,0,3.57
2013,Febrero,245,España,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,446,1.03,1847.71
2013,Febrero,275,Francia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,10494,29.2,52657.27
2013,Febrero,386,Italia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,8634,24.46,44165.44
2013,Febrero,573,Países Bajos,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,27,0.05,96.33
2013,Febrero,573,Países Bajos,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,24,0.02,30.77
2013,Febrero,676,Rusia- Federación de,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,78,0.21,380.5
2013,Febrero,767,Suiza,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,9432.4,48.87,87976.41
2013,Febrero,767,Suiza,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,1229.6,7.23,12898.03
2013,Febrero,23,Alemania,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",607327,294.14,527267.26
2013,Febrero,87,Bélgica,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",5051831,2275.72,4077273.17
2013,Febrero,249,Estados Unidos,44,La Guajira,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",518586,167.81,300406.82
2013,Febrero,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",20299740,8972.47,16135549.86
2013,Febrero,399,Japón,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",180102,125.16,224947.43
2013,Febrero,573,Países Bajos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2789191.26,1393.02,2495933.07
2013,Febrero,628,Reino Unido,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2633848,1305.64,2342702.91
2013,Febrero,23,Alemania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",10026740,4382.92,7840088.58
2013,Febrero,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",21343853,9598.11,17247468.1
2013,Febrero,87,Bélgica,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2160,1.1,1969.26
2013,Febrero,245,España,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",249908,115.45,208924.1
2013,Febrero,249,Estados Unidos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",19974240,8522.9,15264109.42
2013,Febrero,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,684582,362.65,648732.53
2013,Febrero,386,Italia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",7418550,3230.18,5779422.29
2013,Febrero,573,Países Bajos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1632203,723.43,1300875.76
2013,Febrero,607,Portugal,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",61912,29.32,52534.94
2013,Febrero,628,Reino Unido,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",4593471,2274.77,4073205.66
2013,Febrero,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,68000,65.6,117618.5
2013,Enero,23,Alemania,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2235,5.84,10323.25
2013,Enero,23,Alemania,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,24,0.05,92.41
2013,Enero,47,Antillas Holandesas,11,Bogotá,0803901900 - Los demás bananos o plátanos frescos.,22.59,0.02,31.92
2013,Enero,87,Bélgica,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,483,2.74,4871.42
2013,Enero,245,España,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2646,5.73,10134.45
2013,Enero,275,Francia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,57533.14,153.8,271053.41
2013,Enero,275,Francia,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,33481.4,87.78,155547.38
2013,Enero,386,Italia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,22272,59.71,105184.71
2013,Enero,399,Japón,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2,0.02,28.81
2013,Enero,573,Países Bajos,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,174.25,0.48,850.22
2013,Enero,580,Panamá,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,61,0.2,356.3
2013,Enero,607,Portugal,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,702,1.51,2669.81
2013,Enero,676,Rusia- Federación de,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,276,0.75,1333.58
2013,Enero,767,Suiza,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,17799,91.78,162063.41
2013,Enero,767,Suiza,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,3924,24.67,43793.57
2013,Enero,23,Alemania,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",5895269.78,2521.2,4466273.06
2013,Enero,47,Antillas Holandesas,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",40719,19,33744.29
2013,Enero,69,Australia,47,Magdalena,0803902000 - Los demás bananos secos,1062.3,3.63,6395.32
2013,Enero,87,Bélgica,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",14111104,6076.08,10779616.69
2013,Enero,87,Bélgica,47,Magdalena,0803902000 - Los demás bananos secos,4479.6,16.25,28725.27
2013,Enero,249,Estados Unidos,44,La Guajira,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",486624,157.47,278150.23
2013,Enero,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2587464.84,1158.46,2059917.77
2013,Enero,275,Francia,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",17414.4,9.06,16084.27
2013,Enero,399,Japón,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",287274,197.41,349819.94
2013,Enero,573,Países Bajos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2862126.88,1404.89,2485343.82
2013,Enero,628,Reino Unido,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",10565150,4427.88,7856357.29
2013,Enero,845,Uruguay,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",88560,36.72,64690.36
2013,Enero,23,Alemania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",5312771,2366.16,4196499.13
2013,Enero,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",30906315,13482.98,23911110.79
2013,Enero,87,Bélgica,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,9360,4.68,8311.02
2013,Enero,245,España,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",85017.6,39.17,69708.46
2013,Enero,249,Estados Unidos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",10047911,3883.76,6887688.59
2013,Enero,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,444351,240.22,426075.6
2013,Enero,386,Italia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",8632601,3655.91,6490496.45
2013,Enero,573,Países Bajos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1984521,839.35,1490460.63
2013,Enero,607,Portugal,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",20358,9.76,17256.85
2013,Enero,628,Reino Unido,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",3931197.2,2017.94,3573907.86
2013,Enero,573,Países Bajos,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,480,1.3,2295.62
2013,Enero,27,Aruba,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",61560,27.86,49462.78
2013,Enero,47,Antillas Holandesas,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",142094,63.76,112608.6
2013,Enero,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,85000,82,145069.97
2013,Enero,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",34810.66,19.91,35262.83
2013,Enero,149,Canadá,5,Antioquia,0803901900 - Los demás bananos o plátanos frescos.,423,0.17,303.65
2013,Enero,249,Estados Unidos,5,Antioquia,0803902000 - Los demás bananos secos,289,10.46,18604.15
2012,Diciembre,23,Alemania,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2760,9.71,17496.17
2012,Diciembre,245,España,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,879,2.43,4381.07
2012,Diciembre,275,Francia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,4968,16.89,30429.5
2012,Diciembre,573,Países Bajos,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,48,0.14,259.11
2012,Diciembre,676,Rusia- Federación de,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,96,0.26,472.71
2012,Diciembre,767,Suiza,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,1113,4.93,8876.59
2012,Diciembre,767,Suiza,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,696,3.93,7092.83
2012,Diciembre,23,Alemania,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",14194082.4,5938.02,10665605.75
2012,Diciembre,47,Antillas Holandesas,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",40738,19.01,34242.91
2012,Diciembre,87,Bélgica,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",10654851,4582.82,8243260.1
2012,Diciembre,190,Corea,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",44280,18.36,33075.54
2012,Diciembre,249,Estados Unidos,44,La Guajira,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",645675,208.94,373593.78
2012,Diciembre,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",21591119.16,9462.12,17045612.94
2012,Diciembre,399,Japón,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",112983,79.58,141985.29
2012,Diciembre,573,Países Bajos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",36099,20.05,36047.86
2012,Diciembre,573,Países Bajos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2892862.36,1251.65,2241645.59
2012,Diciembre,628,Reino Unido,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",10817479,4615.18,8302913.78
2012,Diciembre,764,Suecia,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",64800,25.34,45954.11
2012,Diciembre,845,Uruguay,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",110700,45.9,82374.8
2012,Diciembre,23,Alemania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",13248180,5663.63,10193945.06
2012,Diciembre,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",26462302.2,11769.61,21147480.19
2012,Diciembre,249,Estados Unidos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",19238728,8598.6,15425356.84
2012,Diciembre,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,937174,482.08,865846.95
2012,Diciembre,386,Italia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",14321001,6095.66,10974280.88
2012,Diciembre,573,Países Bajos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2161939.8,967.98,1738895.85
2012,Diciembre,607,Portugal,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",81432,39.05,70284.79
2012,Diciembre,628,Reino Unido,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",20841878.4,9125.56,16406842.82
2012,Diciembre,628,Reino Unido,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,7200,3.6,6466.72
2012,Diciembre,573,Países Bajos,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,300,1.47,2671.61
2012,Diciembre,27,Aruba,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",20520,9.29,16672.42
2012,Diciembre,47,Antillas Holandesas,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",143101,64.22,115238.02
2012,Diciembre,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,67632,65.44,117315.03
2012,Diciembre,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",120104.94,68.51,122255.84
2012,Noviembre,23,Alemania,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2076,7.3,13248.26
2012,Noviembre,47,Antillas Holandesas,11,Bogotá,0803901900 - Los demás bananos o plátanos frescos.,23.02,0.02,32.78
2012,Noviembre,149,Canadá,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,96,0.01,14.52
2012,Noviembre,245,España,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,789,2.18,3961.59
2012,Noviembre,275,Francia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,29446.92,79.21,144032.56
2012,Noviembre,275,Francia,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,20058.39,56.52,103064
2012,Noviembre,386,Italia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,19872,52.93,96294.1
2012,Noviembre,573,Países Bajos,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,358.1,1.35,2454.43
2012,Noviembre,607,Portugal,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,216,0.47,844.55
2012,Noviembre,676,Rusia- Federación de,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,207,0.57,1026.83
2012,Noviembre,767,Suiza,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,9473.6,46.67,84907.95
2012,Noviembre,23,Alemania,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",11454529,4786.88,8706747.91
2012,Noviembre,47,Antillas Holandesas,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",40738,19.01,34660.33
2012,Noviembre,87,Bélgica,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",8406465,3541.66,6436576.16
2012,Noviembre,249,Estados Unidos,44,La Guajira,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",741889.5,240.07,436644.78
2012,Noviembre,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",12186805.98,5510.93,10033479.92
2012,Noviembre,399,Japón,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",158093,111.22,202328.63
2012,Noviembre,573,Países Bajos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2572666.2,1069.09,1945906.4
2012,Noviembre,628,Reino Unido,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",7676097,3223.15,5864173.62
2012,Noviembre,845,Uruguay,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",177120,73.44,133663.37
2012,Noviembre,23,Alemania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",15369818,6503.2,11826514.59
2012,Noviembre,59,Argelia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",3445602,1799.16,3266511.2
2012,Noviembre,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",54252952.4,23859.77,43446428.45
2012,Noviembre,87,Bélgica,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,8640,4.32,7871.83
2012,Noviembre,249,Estados Unidos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",26589533,11480.52,20906941.87
2012,Noviembre,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,1214933,615.52,1120879.31
2012,Noviembre,386,Italia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",20078654,8637.62,15720133.79
2012,Noviembre,573,Países Bajos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",2046974.2,958.14,1743757.76
2012,Noviembre,607,Portugal,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",81432,39.05,71022.5
2012,Noviembre,628,Reino Unido,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",4369575,2170.52,3949494.55
2012,Noviembre,69,Australia,5,Antioquia,0803902000 - Los demás bananos secos,144,5.29,9621.91
2012,Noviembre,149,Canadá,13,Bolívar,0803902000 - Los demás bananos secos,12.09,0.14,263.69
2012,Noviembre,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",121701.26,69.81,126646.14
2012,Noviembre,27,Aruba,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",61560,27.86,50808.89
2012,Noviembre,47,Antillas Holandesas,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",142600,63.44,115630.92
2012,Noviembre,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,66252,65.35,118833.17
2012,Noviembre,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",34809.66,20.32,36899.6
2012,Octubre,23,Alemania,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2328,8.2,14746.22
2012,Octubre,23,Alemania,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,7.1,0.02,33.8
2012,Octubre,27,Aruba,11,Bogotá,0803901900 - Los demás bananos o plátanos frescos.,108.82,0.09,163.54
2012,Octubre,47,Antillas Holandesas,11,Bogotá,0803901900 - Los demás bananos o plátanos frescos.,46.04,0.04,66.12
2012,Octubre,87,Bélgica,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,195,1.1,1983.92
2012,Octubre,245,España,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,1182,3.94,7085.38
2012,Octubre,245,España,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,52,0.17,296.62
2012,Octubre,275,Francia,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2928,9.96,17902.64
2012,Octubre,275,Francia,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,56622.8,182.94,331893.03
2012,Octubre,573,Países Bajos,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,192,0.96,1726.91
2012,Octubre,573,Países Bajos,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,30,0.18,332.92
2012,Octubre,607,Portugal,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,864,1.86,3379.22
2012,Octubre,676,Rusia- Federación de,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,72,0.2,353.91
2012,Octubre,767,Suiza,11,Bogotá,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,2484,16.89,30480.16
2012,Octubre,767,Suiza,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,4548,27.96,50814.71
2012,Octubre,23,Alemania,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",9453900,3997.19,7193824.53
2012,Octubre,47,Antillas Holandesas,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",40738,19.66,35334.8
2012,Octubre,87,Bélgica,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",5480571,2428.24,4370830.64
2012,Octubre,87,Bélgica,47,Magdalena,0803902000 - Los demás bananos secos,957.12,3.42,6252.95
2012,Octubre,249,Estados Unidos,44,La Guajira,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",316071,102.28,184297.79
2012,Octubre,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",14910069.74,7252.9,13043865.87
2012,Octubre,399,Japón,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",354913,250.4,452202.06
2012,Octubre,573,Países Bajos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",3088849.36,1323.82,2390601.42
2012,Octubre,607,Portugal,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",20369,8.79,15961.1
2012,Octubre,628,Reino Unido,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",8488814,3583.61,6452007
2012,Octubre,845,Uruguay,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",66420,27.41,49684.27
2012,Octubre,23,Alemania,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",17358891,7467.03,13480576.27
2012,Octubre,87,Bélgica,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",33501750,14734.34,26577346.04
2012,Octubre,249,Estados Unidos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",31715136,13367.7,24216772.11
2012,Octubre,249,Estados Unidos,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,1602092,812.76,1470713.19
2012,Octubre,386,Italia,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",23817370,10057.79,18203494.31
2012,Octubre,573,Países Bajos,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",1512928.4,709.18,1289603.45
2012,Octubre,628,Reino Unido,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",22321913.6,10056.53,18214119.75
2012,Octubre,628,Reino Unido,5,Antioquia,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,5760,2.88,5219.19
2012,Octubre,676,Rusia- Federación de,5,Antioquia,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",6461155,2704.86,4865267.85
2012,Octubre,249,Estados Unidos,47,Magdalena,"0803901100 - ""Bananas o plátanos frescos del tipo """"cavendish valery"""".""",121900.8,69.51,126304.13
2012,Octubre,573,Países Bajos,25,Cundinamarca,0803901200 - Bananas bocadillo (manzanito- orito) (Musa acuminata)- frescas,132,0.46,842.31
